# ccx tau_xx tau_yy tau_zz cp yplus
0.0274304 -4.57323e-05 2.22436e-05 -1.68058e-24 -0.203662 2.90615
0.0270321 -4.55007e-05 2.21838e-05 -2.3992e-39 -0.199991 2.90531
0.0266404 -4.54434e-05 2.223e-05 0 -0.196535 2.91032
0.0262551 -4.5574e-05 2.2424e-05 -5.9574e-28 -0.193123 2.92207
0.0258764 -4.60182e-05 2.28394e-05 -4.26719e-22 -0.189941 2.94453
0.025504 -4.69335e-05 2.34218e-05 1.63657e-24 -0.187317 2.98096
0.0251381 -4.79395e-05 2.38062e-05 4.17537e-22 -0.18329 3.00957
0.0247799 -4.78653e-05 2.36705e-05 0 -0.177943 2.99839
0.0244292 -4.68405e-05 2.33017e-05 -1.66175e-24 -0.174545 2.97307
0.024085 -4.64349e-05 2.31578e-05 -4.27374e-22 -0.170921 2.96631
0.0237473 -4.60185e-05 2.30329e-05 2.14173e-22 -0.167903 2.95966
0.0234158 -4.58853e-05 2.30442e-05 3.37623e-24 -0.165042 2.96182
